Job Title,Company Name,Job Location,Required Experience,Full Job Description
Senior Data Engineer,Company Industry IT - Software Services,Experience 7 - 30 Years Job Location Abu Dhabi - United Arab Emirates Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 7 - 30 Years Job Location Abu Dhabi - United Arab Emirates Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities Project description Senior data engineer developing and operating Databricks / Spark pipelines and Delta Lake lakehouse layers on Azure for the Client. Accountable for pipeline reliability, data freshness and dataset quality against agreed SLAs. Key tasks Develop and operate Databricks / Spark pipelines (PySpark, SQL, Delta Live Tables or Workflows). Design Delta Lake / lakehouse layers (bronze silver gold), partitioning and Unity Catalog governance. Build ETL/ELT jobs and orchestration with Azure Data Factory and/or Airflow; manage dependencies and retries. Implement data-quality checks and validation (expectations, reconciliation, anomaly alerts). Tune Spark job performance and cluster cost (autoscaling, Photon, job clusters, spot). Manage schema evolution and change control; document lineage and transformations. Responsibilities Pipeline reliability and data freshness against agreed SLAs. Accuracy and completeness of curated datasets. Schema change management and backward compatibility for downstream consumers. Documentation of data lineage and transformations (Unity Catalog, data catalogue). Skills Must have Bachelor's degree in Computer Science, Engineering, Information Systems or a related field, or equivalent practical experience. 7+ years in data engineering, of which 3+ on Databricks / Apache Spark and 2+ on Azure data services (ADF, ADLS, Delta Lake). Databricks (Workflows, Delta Live Tables, Unity Catalog), Apache Spark (PySpark, Spark SQL), Delta Lake. Azure: Data Factory, Data Lake Storage Gen2, Key Vault, Event Hubs, Synapse or SQL DB; Azure DevOps CI/CD for notebooks and jobs. Python and SQL at expert level; data modelling (dimensional, data vault) and ELT design. Orchestration (ADF, Airflow), data-quality frameworks (Great Expectations, DLT expectations), monitoring and alerting. Performance and cost tuning of Spark workloads; Git-based development and testing of pipelines. Nice to have Databricks Certified Data Engineer Professional; Azure DP-203. Streaming (Structured Streaming, Kafka / Event Hubs). dbt, Power BI semantic models, MLflow. Experience in financial services, sovereign wealth / investment holding or other regulated enterprise environments. Experience working with distributed teams (onsite UAE with nearshore India / offshore Poland squads). Other Languages English: C1 Advanced Seniority Senior"
Senior Data Engineer Iitjobs Inc.,Company Industry IT - Software Services,Experience 7 - 12 Years Job Location Muscat - Oman Education Any Graduation Nationality Any Nationality Vacancy 1 Vacancy,Experience 7 - 12 Years Job Location Muscat - Oman Education Any Graduation Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities We are looking for a skilled professional to join a leading Data, AI, and Digital Transformation organization that helps businesses leverage data, advanced analytics, artificial intelligence, and emerging technologies to drive innovation and business growth. You can also refer a candidate and earn an exciting bonus of 50,000! Job Type: Contract-to-hire Location: Oman Experience: 7+ Years Required Skills: 7+ years of experience in SSIS, SQL Server, ETL, and data engineering. Strong hands-on experience with SSIS development and T-SQL. Strong knowledge of stored procedures, views, functions, triggers, and SQL scripting. Experience with SQL query optimization and performance tuning. Experience handling large datasets and complex ETL workflows. Strong understanding of ETL concepts and data warehousing. Experience with data migration, reconciliation, and validation. Strong debugging and production troubleshooting skills. Experience with SQL Server Agent and ETL job scheduling. Good understanding of database connectivity and source/target systems. Mandatory Skills: SQL Server Integration Services, Advance SQL, Sql / T-Sql, ETL Development, Data Migration"
Senior Data Engineer Iitjobs Inc.,Company Industry IT - Software Services,Experience 7 - 10 Years Job Location Muscat - Oman Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 7 - 10 Years Job Location Muscat - Oman Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities SSIS & ETL Development Design and develop robust SSIS packages and ETL workflows. Develop data extraction, transformation, and loading processes from multiple sources. Implement incremental loads, error handling, logging, auditing, and restart mechanisms. Develop reusable ETL components and frameworks. Develop complex T-SQL queries, stored procedures, views, functions, and scripts. Roles & Responsibilities 5+ years of experience in SSIS, SQL Server, ETL, and data engineering. Strong hands-on experience with SSIS development and T-SQL. Strong knowledge of stored procedures, views, functions, triggers, and SQL scripting. Experience with SQL query optimization and performance tuning."
Senior Data Engineer (Flink) SSC Egypt,Company Industry ConsultingManagement ConsultingAdvisory Services,Experience 3 - 8 Years Job Location Cairo - Egypt Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 3 - 8 Years Job Location Cairo - Egypt Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities Builds and runs real time streaming pipelines, keeping latency low and jobs recoverable at high volume. Strong hands on Apache Flink across DataStream API and Flink SQL. Event time processing, checkpointing, savepoints, and state management in production. High volume Kafka streaming. Data modelling for analytics and streaming into a lakehouse. Monitors pipeline health and handles recovery when jobs fail."
Data Engineer Snowflake Capco,Company Industry BankingFinancial ServicesBroking,Experience 5 - 10 Years Job Location Qatar - Qatar Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 5 - 10 Years Job Location Qatar - Qatar Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities Shape the future of data platforms by delivering modern, cloud-native engineering solutions that enable leading financial institutions to unlock the full value of their data. The Role Capco is a global technology and business consultancy, focused on the financial services and energy sectors. We combine innovative thinking with deep industry expertise to help our clients solve complex business and technology challenges. We are looking for a Senior Consultant Data Engineer with strong Snowflake expertise to join our growing Data & Analytics practice in Doha. You will work closely with clients to design, build and optimise modern cloud-based data platforms, enabling advanced analytics, regulatory reporting and data-driven decision-making. As a Senior Consultant, you will combine technical delivery with client engagement, helping organisations modernise their data landscape while mentoring junior colleagues and contributing to Capco's collaborative consulting culture. What You'll Do Design, develop and optimise scalable data pipelines and cloud-native data platforms using Snowflake and modern data engineering technologies. Build robust ELT/ETL solutions, integrating data from multiple enterprise sources while ensuring quality, security and governance. Collaborate with business stakeholders, architects and cross-functional delivery teams to translate business requirements into technical solutions. Optimise Snowflake performance, cost management and data modelling to deliver efficient, high-performing data platforms. Support client engagements through technical leadership, solution design, mentoring team members and contributing to successful project delivery."
Data Engineer CME,Company Industry IT - Software Services,Experience 5 - 10 Years Job Location Beirut - Lebanon Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 5 - 10 Years Job Location Beirut - Lebanon Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities Build resilient data pipelines using Medallion architecture principles. Manage and optimize open storage formats including Parquet, Iceberg, and Delta Lake. Design, develop, and maintain distributed data processing workloads using Databricks and Apache Spark. Perform database operations, optimization, and maintenance for PostgreSQL and SQLite environments. Ensure data quality, reliability, scalability, and performance across data platforms. Collaborate with data consumers and stakeholders to support reporting, analytics, and operational data requirements. Monitor, troubleshoot, and improve data infrastructure and pipeline performance. Follow data engineering best practices, coding standards, and documentation processes."
Senior Data Engineer Big Data Technology Solutions,Company Industry IT - Software Services,Experience 5 - 10 Years Job Location Dubai - United Arab Emirates Education Any Graduation Nationality Any Nationality Vacancy 1 Vacancy,Experience 5 - 10 Years Job Location Dubai - United Arab Emirates Education Any Graduation Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities We are seeking a highly skilled Senior Data Engineer to join our on-site team in the United Arab Emirates on a contract basis, providing expert technical and operational support for a complex enterprise data platform built on Informatica and Cloudera Hadoop technologies. In this role, you will be responsible for end-to-end support and maintenance of enterprise data engineering, ETL, data quality, metadata, and governance platforms, ensuring the stability, performance, and reliability of large-scale data processing and the production workflows that depend on them. You will develop, monitor, troubleshoot, and optimize Informatica workflows, mappings, applications, and data pipelines, while adm..."
Pyspark Data Engineer Clover Infotech,Company Industry IT - Software Services,Experience 1 - 5 Years Job Location Dubai - United Arab Emirates Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 4 Vacancies,Experience 1 - 5 Years Job Location Dubai - United Arab Emirates Education Bachelor of Science(Computers) Nationality Any Nationality Vacancy 4 Vacancies,"Job Description Roles & Responsibilities We are seeking a highly skilled Data Engineer with deep expertise in PySpark and the Cloudera Data Platform (CDP) to join our data engineering team. As a Data Engineer, you will be responsible for designing, developing, and maintaining scalable data pipelines that ensure high data quality and availability across the organization. This role requires a strong background in big data ecosystems, cloud-native tools, and advanced data processing techniques. The ideal candidate has hands-on experience with data ingestion, transformation, and optimization on the Cloudera Data Platform, along with a proven track record of implementing data engineering best practices. You will work closely with other data engineers to build solutions that drive impactful business insights. Responsibilities Data Pipeline Development: Design, develop, and maintain highly scalable and optimized ETL pipelines using PySpark on the Cloudera Data Platform, ensuring data integrity and accuracy. Data Ingestion: Implement and manage data ingestion processes from a variety of sources (e.g., relational databases, APIs, file systems) to the data lake or data warehouse on CDP. Data Transformation and Processing: Use PySpark to process, cleanse, and transform large datasets into meaningful formats that support analytical needs and business requirements. Performance Optimization: Conduct performance tuning of PySpark code and Cloudera components, optimizing resource utilization and reducing runtime of ETL processes. Data Quality and Validation: Implement data quality checks, monitoring, and validation routines to ensure data accuracy and reliability throughout the pipeline. Automation and Orchestration: Automate data workflows using tools like Apache Oozie, Airflow, or similar orchestration tools within the Cloudera ecosystem. Monitoring and Maintenance: Monitor pipeline performance, troubleshoot issues"
Lead Data Engineer Coforge,Company Industry IT - Software Services,Experience 5 - 10 Years Job Location Dubai - United Arab Emirates Education Bachelor of Technology/Engineering(Computers) Nationality Any Nationality Vacancy 1 Vacancy,Experience 5 - 10 Years Job Location Dubai - United Arab Emirates Education Bachelor of Technology/Engineering(Computers) Nationality Any Nationality Vacancy 1 Vacancy,"Job Description Roles & Responsibilities We at Coforge are looking for ""Lead Data Engineer"" for Dubai, UAE Location: Detailed Job Description Key Responsibilities: Design, develop, and maintain scalable data pipelines and ETL/ELT solutions. Build Data Lake, Data Warehouse, BI, and Analytics platforms. Convert business requirements into robust technical solutions. Ensure data quality, security, governance, and performance optimization. Perform code reviews, troubleshooting, and production support. Collaborate with cross-functional teams on architecture and data engineering best practices. Maintain metadata, data lineage, and data governance standards. Technical Skills: Cloud & Big Data: Azure, Cloudera, Hadoop, Spark, Scala, Hive, HBase, Kafka Data Engineering: Azure Data Factory (ADF), Databricks, Airflow, Apache NiFi, Oozie, Sqoop Storage & Processing: HDFS, ADLS Gen2, Snowflake, Streaming (Spark Streaming) Data Integration: SnapLogic, TIBCO Databases & BI: SQL, Power BI, MicroStrategy, Elasticsearch Version Control & DevOps: Git, Bitbucket, Azure DevOps File Formats: AVRO, PARQUET"
Linkedin,,,,
Facebook,,,,
Twitter,,,,
Data Entry Clerk Jobs in Dubai,"Data Entry Clerk Al Madina Hypermarket 2 - 4 YearsDubai - United Arab Emirates DATA ENTRY Enters and updates data in company systems, maintains records, and ensures accuracy and efficiency in documentation. Easy Apply 30+ days ago",Data Entry Clerk Jobs in Nearby Locations Data Entry Clerk Jobs in Abu Dhabi Data Entry Clerk Jobs in Sharjah,Filter Jobs by Experience 0 – 1 year (56)2 – 5 years (69),
Data Analytics Jobs in Dubai,"IT Executive Confidential Company 3 - 5 YearsDubai - United Arab Emirates (UAE) Responsible for IT support, managing cloud services, troubleshooting, and maintaining infrastructure while requiring a Bachelor's degree and relevant certifications. Easy Apply 17 Sep",Data Analytics Jobs in Nearby Locations Data Analytics Jobs in Abu Dhabi Data Analytics Jobs in Sharjah,Filter Jobs by Experience 2 – 5 years (75)6 – 10 years (76)11 – 15 years (27),
Data Administrator Jobs in Dubai,"Data Entry Operator Confidential Company 0 - 5 YearsDubai - United Arab Emirates (UAE) Responsible for accurate data entry and management, utilizing software tools, with strong organizational skills and attention to detail required. Easy Apply Employer Active 20 Sep",Data Administrator Jobs in Nearby Locations Data Administrator Jobs in Abu Dhabi Data Administrator Jobs in Sharjah,Filter Jobs by Experience 0 – 1 year (223)2 – 5 years (564)6 – 10 years (354)11 – 15 years (69),
Data Management Jobs in Dubai,"Data Entry Operator Confidential Company 0 - 5 YearsDubai - United Arab Emirates (UAE) Responsible for accurate data entry and management, utilizing software tools, with strong organizational skills and attention to detail required. Easy Apply Employer Active 20 Sep",Data Management Jobs in Nearby Locations Data Management Jobs in Abu Dhabi Data Management Jobs in Sharjah,"DATA MANAGEMENT SECTION MANAGER- UAE NATIONAL TALENTS TIDE HUMAN RESOURCES CONSULTING 7 - 14 YearsDubai - United Arab Emirates (UAE) Lead data governance frameworks, manage data lifecycle, enforce data quality standards, and possess extensive experience in data management and UAE regulations. 9 Sep",
Data Warehousing Jobs in Dubai,"Financial Business Analyst Confidential Company 7 - 13 YearsDubai - United Arab Emirates (UAE) Seeking a Business Analyst with expertise in payment gateways, financial reconciliation, and data integration, proficient in SQL and Power BI. Easy Apply 23 Aug",Data Warehousing Jobs in Nearby Locations Data Warehousing Jobs in Abu Dhabi,Filter Jobs by Experience 2 – 5 years (23)6 – 10 years (25),
Data Engineer Jobs in UAE,"Data Engineer/Test Confidential Company 5 - 10 YearsAbu Dhabi - United Arab Emirates (UAE) Design and maintain data pipelines, implement automated testing for data quality, and optimize data warehouse performance; requires proficiency in SQL and programming skills. Easy Apply 2 Sep",Data Engineer Jobs in Nearby Locations Data Engineer Jobs in Dubai Data Engineer Jobs in Abu Dhabi,Filter Jobs by Experience 2 – 5 years (70)6 – 10 years (102)11 – 15 years (36),
Data Engineer Jobs in Saudi Arabia,"Senior Specialist - Data Engineering Qiddiya Investment Company 1 - 7 YearsRiyadh - Saudi Arabia As a Senior Data Engineer, you will use various methods to transform raw data into useful data systems. Collaborate closely with cross-functional teams to ensure the availabilit... 30+ days ago",Data Engineer Jobs in Nearby Locations Data Engineer Jobs in Riyadh Data Engineer Jobs in Jeddah,Filter Jobs by Experience 2 – 5 years (27)6 – 10 years (42),
Data Engineer Jobs in Dubai,Senior Technician Application Operations Support Confidential Company,Data Engineer Jobs in Nearby Locations Data Engineer Jobs in Abu Dhabi,Filter Jobs by Experience 2 – 5 years (40)6 – 10 years (57)11 – 15 years (23),
Work from Home Jobs,Home Cook(Lady) – Live-In (Stay-In) Confidential Company,Filter Jobs by Location United Arab Emirates (UAE) (643)Saudi Arabia (158)Dubai (420)Abu Dhabi (132)Riyadh (90)Cairo (51),Filter Jobs by Experience 0 – 1 year (383)2 – 5 years (952)6 – 10 years (632)11 – 15 years (130)16 – 20 years (39),
Part Time Jobs,"Quality Officer (PART TIME) - Emirati National Confidential Company 0 - 4 YearsDubai - United Arab Emirates (UAE) Monitor compliance with quality standards, conduct inspections, prepare reports, and support ISO 9001 adherence; UAE National with quality experience preferred. Easy Apply 8 Sep",Filter Jobs by Location United Arab Emirates (UAE) (143)Lebanon (60)Dubai (102)Abu Dhabi (28)Riyadh (21)Beirut (20),"Quality Officer (PART TIME) - Emirati National Confidential Company 0 - 4 YearsDubai - United Arab Emirates (UAE) Monitor compliance with quality standards, conduct inspections, prepare reports, and support ISO 9001 adherence; UAE National with quality experience preferred. Easy Apply 8 Sep",
Freelance Jobs,,Filter Jobs by Location United Arab Emirates (UAE) (81)Saudi Arabia (54)Dubai (54),Filter Jobs by Experience 0 – 1 year (136)2 – 5 years (208)6 – 10 years (101),
Online Teaching Jobs,"Online Tutoring & Customer Service Professional No company yet 0 - 2 YearsSharjah - United Arab Emirates (UAE) Responsible for online tutoring, student support, and mentoring with skills in active listening, cross-cultural communication, and problem solving. Easy Apply 5 Sep",,Refine Search Sort By RelevanceDate Country United Arab Emirates (UAE)(16) Saudi Arabia(6) Kuwait(3) Egypt(1) China(1) Lebanon(1) City Dubai(9) Riyadh(6) Sharjah(6) Al Madina Al Munawarah(1) View More Industry Job Titles Freshness Experience Gender Monthly Salary Nationality Employers,
Fresher Jobs,Sales Executive - Refrigerated Trucks - Freshers can apply (Engineer) Confidential Company,Filter Jobs by Location United Arab Emirates (UAE) (525)Saudi Arabia (135)Dubai (352)Abu Dhabi (95)Cairo (71)Riyadh (61),Filter Jobs by Experience 0 – 1 year (734)2 – 5 years (879)6 – 10 years (272)11 – 15 years (27),
Linkedin,,,,
Facebook,,,,
Twitter,,,,
Linkedin,,,,
Facebook,,,,
Twitter,,,,
